hidden_dim,intermediate_dim,learning_rate,batch_size,dropout_enc,weight_decay,epochs,map,ndcg,diversity,novelty,map_c,ndcg_c,co2e,time
50,400,1e-06,512,0.2,0.0,10,0.04911818840024418,0.035085332576223496,5.773103676714144,12.642598720254881,27.02950434412833,-3.55873255191098,0.09008415866373799,9.942957639694214
50,400,1e-06,512,0.2,0.0,20,0.040763824938781335,0.024440119980861912,9.696257038754554,11.556294157970289,1626.1930005293348,-1408.227267529524,0.0009835817835101514,7.492807149887085
50,400,1e-06,512,0.2,0.0001,10,0.022575879922637206,0.013225497773361308,8.991553494534614,12.361571698281063,-4.96925485868676,-56.79772250368814,0.044131503828725056,3.8507657051086426
50,400,1e-06,512,0.2,0.0001,20,0.00879054111400348,0.004033613831974215,8.042563762835377,15.027481692637323,-18.28056459258712,-39.19353028884973,0.08740619375253594,7.483655214309692
50,400,1e-06,512,0.5,0.0,10,0.023107668578685837,0.014238887837347588,8.338025836369658,13.828106888486777,-3.745279961994055,-54.22682659192763,0.044354981711096454,3.831714391708374
50,400,1e-06,512,0.5,0.0,20,0.09281777587553555,0.0728214912257642,8.738986419344153,10.514758641956085,77.66816324046545,39.41144894341248,0.08761490708103178,7.475023984909058
50,400,1e-06,512,0.5,0.0001,10,0.018538320127180357,0.011011346130590923,7.98724743292481,12.10753000678119,-13.854463042949025,-60.66021980204649,0.044971549415971306,3.8791191577911377
50,400,1e-06,512,0.5,0.0001,20,0.05519422791177656,0.030018973748271484,6.252732692944684,12.086351264378173,34.44565791185705,-9.365279488131648,0.08832852363794087,7.562804222106934
50,400,1e-06,512,0.8,0.0,10,0.03112585854735367,0.01835117010257786,8.25869493209672,10.453353282369473,14.23380979743282,-44.647423021314445,0.04466106978359749,3.925581932067871
50,400,1e-06,512,0.8,0.0,20,0.015714954921869206,0.010587312102714571,3.998012586949321,12.284253708203913,-10.266293013450746,-31.413544853772407,0.08819085805486096,7.520366191864014
50,400,1e-06,512,0.8,0.0001,10,0.022098425984890716,0.011951391189135496,7.0322954620735345,12.321830103876714,-5.919589416817826,-58.38721675414219,0.04511226451584703,3.888101816177368
50,400,1e-06,512,0.8,0.0001,20,0.023110308420331623,0.015179294363212883,9.921331566743955,13.38062187863458,-1.8630747366470999,-25.961499922672456,0.08902371804530575,7.621605634689331
50,400,1e-06,1024,0.2,0.0,10,0.03304409032628842,0.023697052705002337,7.265650877774098,10.706974163512678,18.41346660761805,-32.47395688290825,0.04494104060778608,3.8748748302459717
50,400,1e-06,1024,0.2,0.0,20,0.03626560511541707,0.021321149912984953,11.586783703212985,12.997817413216916,13.10124532309458,-19.338441755215094,0.08775286631945786,7.531887054443359
50,400,1e-06,1024,0.2,0.0001,10,0.05260651111575362,0.035815365121426586,9.27393176548526,10.898236879282036,61.847932655261296,-5.500629443235778,0.04500978949460142,3.89945125579834
50,400,1e-06,1024,0.2,0.0001,20,0.017142860897773896,0.009341794297491567,7.955945677376615,13.66694869569925,-8.517917951379456,-32.33513143434292,0.08952922494221428,7.701156854629517
50,400,1e-06,1024,0.5,0.0,10,0.027358173799523794,0.018877532242884985,7.0228552500828085,12.864443699825342,5.826631384805837,-43.68623879353964,0.04443883279485026,3.8762052059173584
50,400,1e-06,1024,0.5,0.0,20,0.04554532338194075,0.03011380962896356,6.176714143756211,12.041207361234674,23.364596028327504,-9.196048364163554,0.08892272965427478,7.606801748275757
50,400,1e-06,1024,0.5,0.0001,10,0.06289222279209664,0.04778098497873233,7.604836038423319,11.948352632534915,85.49737073700857,21.282313516357217,0.0445900682589492,3.8990962505340576
50,400,1e-06,1024,0.5,0.0001,20,0.03184557947571035,0.014413673717251104,5.570056310036436,12.062348808590201,7.992212841211711,-26.96657554889013,0.08854484728386917,7.5996363162994385
50,400,1e-06,1024,0.8,0.0,10,0.029090662019637923,0.017557355005599486,10.86452467704538,11.518674219270567,9.555223329478297,-45.84143891842601,0.04522945251784321,3.9255504608154297
50,400,1e-06,1024,0.8,0.0,20,0.02236612131804794,0.01413695405290304,8.007452798940047,13.945425672736452,-2.6853000759853747,-26.994462465105563,0.0894784729758003,7.6766276359558105
50,400,1e-06,1024,0.8,0.0001,10,0.08369265862521429,0.06987077871890746,8.675886054985094,11.287400173533944,129.74949708395152,69.53791376596425,0.04541348762703204,3.933617353439331
50,400,1e-06,1024,0.8,0.0001,20,0.022251406909478806,0.011002178004910736,6.05448824113945,12.323387479871949,-2.8258826001506243,-30.63203600371656,0.08908650031125383,7.63860821723938
50,400,1e-05,512,0.2,0.0,10,0.04626337009139513,0.03132891488824739,8.436071546869824,11.384716333597572,46.589747739558696,-15.090871947411733,0.046135650681548575,3.9961085319519043
50,400,1e-05,512,0.2,0.0,20,0.026342977505891277,0.015521702497936366,7.489566081483935,12.528472379140124,1.749575344327995,-25.307899228698975,0.08996987126828876,7.705595254898071
50,400,1e-05,512,0.2,0.0001,10,0.013527804067726353,0.0070471011635304505,4.674064259688639,10.906775816375518,-24.68075457153976,-68.59905114934179,0.04554594439383061,3.9275598526000977
50,400,1e-05,512,0.2,0.0001,20,0.025616294437318922,0.01568051809439687,7.579330904272938,11.23347223369676,0.93582324869623,-24.96978913504168,0.09055210133343589,7.7577996253967285
50,400,1e-05,512,0.5,0.0,10,0.02818799891006097,0.018478954277231858,9.687313680026499,13.874174385983096,7.498324488439686,-43.44945261532672,0.04559834793058932,3.9310293197631836
50,400,1e-05,512,0.5,0.0,20,0.013789670873086784,0.007507939136789765,7.722424643921828,15.48703101326366,-12.282158176846934,-34.43640415372841,0.08939158566177538,7.658465623855591
50,400,1e-05,512,0.5,0.0001,10,0.04768940641889915,0.03888811118647152,10.138953295793309,9.108855107082556,50.20174768994556,1.3074155917429153,0.04565681605270492,3.94350266456604
50,400,1e-05,512,0.5,0.0001,20,0.01448571925603895,0.009483259462557257,5.054157005631003,12.309329336384032,-11.302436145533893,-31.663371989471965,0.09098186826635653,7.770303249359131
50,400,1e-05,512,0.8,0.0,10,0.014542483274064525,0.00841193604525835,3.208512752567075,15.539245963367952,-22.324925082723237,-65.22840926397575,0.045807112493771014,3.938197612762451
50,400,1e-05,512,0.8,0.0,20,0.03150168622210086,0.018894849813614313,9.922325273269294,11.89214327404579,7.435338190613259,-21.420261761103276,0.09055135393495645,7.7200281620025635
50,400,1e-05,512,0.8,0.0001,10,0.03814466380540413,0.025372377061678136,11.345644253063929,13.751292894308806,28.871893746640747,-27.885520527761905,0.04632802095325923,4.005406141281128
50,400,1e-05,512,0.8,0.0001,20,0.01721978264279804,0.009452896207616338,7.16495528320636,12.199213310606178,-8.367889028808188,-31.966126075820306,0.09021515643993687,7.727280139923096
50,400,1e-05,1024,0.2,0.0,10,0.029724460578851978,0.02239198042030108,7.894667108314011,12.706311995211472,10.874398296215926,-34.88885683167473,0.04557101572892322,3.971656322479248
50,400,1e-05,1024,0.2,0.0,20,0.04652886063827251,0.03515113058215071,8.495693938390195,10.652094054886645,24.072209997808468,-3.473721734783062,0.09039458287957723,7.757913112640381
50,400,1e-05,1024,0.2,0.0001,10,0.028271851173204153,0.01594994269099937,9.633653527658165,13.137742676743713,7.736973473844516,-49.34495361092871,0.045275641233468826,3.939042329788208
50,400,1e-05,1024,0.2,0.0001,20,0.02998830421469571,0.021747714212106365,10.195760185491885,12.799001705359478,5.799510284796211,-18.382135877898133,0.08999755388866346,7.726839542388916
50,400,1e-05,1024,0.5,0.0,10,0.036097070291736255,0.024928670448710166,7.203378602186154,9.832183304422045,24.917080363976208,-29.39172869234102,0.04546352664679078,3.960636854171753
50,400,1e-05,1024,0.5,0.0,20,0.022513820137335386,0.013904316971350764,7.439383901954289,11.865874659473432,-2.5167163879439585,-27.21641693993328,0.0896035284041107,7.692585229873657
50,400,1e-05,1024,0.5,0.0001,10,0.032749430966790144,0.02278476395526737,7.812355084465055,9.557093740851775,17.331179105454755,-33.67497098453535,0.04604732371279179,3.979886770248413
50,400,1e-05,1024,0.5,0.0001,20,0.02708063941408442,0.013368375947044412,8.729049354090758,13.442852534232978,2.572862392351467,-27.737813762546192,0.08985138886941924,7.687101364135742
50,400,1e-05,1024,0.8,0.0,10,0.11857656180827691,0.09733673616478357,10.210997018880423,12.787549022365251,202.96020669746082,127.7496419578231,0.04621973760957588,3.9813101291656494
50,400,1e-05,1024,0.8,0.0,20,0.007187161461322142,0.0037120064985252123,6.833554157005631,12.50343372952853,-19.581503686090258,-38.51228100541801,0.0897874118422515,7.699296712875366
50,400,1e-05,1024,0.8,0.0001,10,0.04727430847378414,0.028187791255032048,11.823120238489565,13.443822884193562,49.28803806425225,-22.126959208965935,0.04566102149082957,3.9358086585998535
50,400,1e-05,1024,0.8,0.0001,20,0.02306364332182427,0.014811550655373125,8.586452467704538,14.342196760411452,-1.886033574600944,-25.968949429484773,0.09041427056218727,7.758620023727417
100,400,1e-06,512,0.2,0.0,10,0.038035293427705306,0.02452289599730805,10.660317986088108,11.514497407454552,20.15059573555146,-20.91291720952472,0.06583629973500923,5.611746549606323
100,400,1e-06,512,0.2,0.0,20,0.011616473770726983,0.008010082966608312,8.868499503146737,14.939601365399135,-10.073537079472212,-23.192536735383484,0.1305640009697545,11.092804670333862
100,400,1e-06,512,0.2,0.0001,10,0.05122799901853951,0.0343524740137857,6.90327923153362,8.904247109119442,39.98668911123365,-5.9524327457240025,0.0661697999653804,5.684963226318359
100,400,1e-06,512,0.2,0.0001,20,0.03152863656974141,0.018417022876280924,6.938058959920504,14.024230123031128,5.159892577744234,-15.17046562531055,0.1310056294202724,11.135939598083496
100,400,1e-06,512,0.5,0.0,10,0.05248624201327469,0.043270464308059496,9.009605829744949,11.432716703515807,42.01712759713855,7.548156548370287,0.06596680158189737,5.626802206039429
100,400,1e-06,512,0.5,0.0,20,0.02439300756450409,0.015170652008181011,8.722259026167604,13.789412723029441,-0.28662369914850905,-17.630377606603464,0.13114032701071734,11.173858404159546
100,400,1e-06,512,0.5,0.0001,10,0.05339377892475072,0.039653589436216136,6.8270950645909245,9.636882182068142,43.28746247180158,2.060268049381568,0.06612744307324542,5.67518162727356
100,400,1e-06,512,0.5,0.0001,20,0.03040298965210337,0.01746846690536656,8.601192447830407,13.239020138814812,4.295914029222841,-15.876993629021769,0.13115026960315954,11.182607889175415
100,400,1e-06,512,0.8,0.0,10,0.019301230458724186,0.013393580077498595,5.9685326266975816,12.86627139287633,-8.302596501571106,-37.806835183999695,0.06585477640758317,5.642646551132202
100,400,1e-06,512,0.8,0.0,20,0.03995042128652031,0.02091765380105889,7.884398807552169,13.446517979684737,11.62466682567143,-13.303104095980563,0.1305975878133245,11.123267412185669
100,400,1e-06,512,0.8,0.0001,10,0.03524956230708418,0.026328206193227715,9.955780059622391,12.602920393601059,15.704349609748828,-17.925450599954225,0.06673740553840198,5.699637413024902
100,400,1e-06,512,0.8,0.0001,20,0.024673548821407574,0.012203169608353482,8.718284200066247,12.886257547343812,-0.07283334318422974,-19.92990752962474,0.13089883737580396,11.133650779724121
100,400,1e-06,1024,0.2,0.0,10,0.05575475063420835,0.03628234803913841,10.680523352103345,12.992979067838021,46.876683317136255,-3.0390536006911755,0.06610080240472876,5.673721551895142
100,400,1e-06,1024,0.2,0.0,20,0.052595906797602,0.026628426710200357,11.440708843988075,10.451116464123679,21.181746762327965,-8.877617227325286,0.13137264026890874,11.208827257156372
100,400,1e-06,1024,0.2,0.0001,10,0.025658525726019094,0.017811576067621116,7.023848956608148,13.713628128428992,1.335803827596733,-30.750389082988622,0.06659951759248944,5.696550369262695
100,400,1e-06,1024,0.2,0.0001,20,0.04931679486948752,0.025031195725134063,9.756541901291818,12.029895556711924,18.6228145095469,-10.059445990878277,0.1318163161430056,11.241968393325806
100,400,1e-06,1024,0.5,0.0,10,0.023750059974098046,0.012349103823929947,8.6018549188473,13.338546095641755,-1.535443850168083,-39.09654714816492,0.0663538980372408,5.712884426116943
100,400,1e-06,1024,0.5,0.0,20,0.02870019826237359,0.026155380999700304,5.8676714143756215,12.13854646307291,2.9871688009013755,-9.22127416338393,0.13160660490058887,11.22682237625122
100,400,1e-06,1024,0.5,0.0001,10,0.04530644417459804,0.03697981566481065,9.182013911891355,10.774995915587827,31.093819533101275,-1.9854132805165041,0.06605028800619651,5.680553674697876
100,400,1e-06,1024,0.5,0.0001,20,0.04653679528112046,0.033268762125585494,6.894998343822458,13.226822674319552,16.602501342308997,-3.8306304649834546,0.13111222225768193,11.213314533233643
100,400,1e-06,1024,0.8,0.0,10,0.03151123283110866,0.019010157888925672,6.913547532295462,13.060001831909593,10.193408743192478,-29.15000341701634,0.06614417394724587,5.69585657119751
100,400,1e-06,1024,0.8,0.0,20,0.031287321662081126,0.014010736236638883,7.9047697913216295,9.908703162494255,4.95505679373652,-18.457039875457497,0.13155116303536918,11.249340057373047
100,400,1e-06,1024,0.8,0.0001,10,0.027823416099703697,0.016999413765727164,6.944849287843657,13.502875341310148,4.578833583794649,-31.917024450712837,0.06670976839290663,5.688402891159058
100,400,1e-06,1024,0.8,0.0001,20,0.042989083466624604,0.02651809702571544,9.156011924478305,12.76222268835682,13.855209314032013,-8.952626968021757,0.13150430450238124,11.206292867660522
100,400,1e-05,512,0.2,0.0,10,0.04396656184578635,0.031208004069464723,9.904438555813183,12.877614857383493,28.783644524154443,-10.620026389926132,0.06669647065999071,5.699684143066406
100,400,1e-05,512,0.2,0.0,20,0.03838025755543768,0.021967716367766087,6.031136137793972,13.902823718663297,10.3780931188181,-12.44595419808458,0.13115483334697756,11.157087564468384
100,400,1e-05,512,0.2,0.0001,10,0.037265911989988666,0.02972799255508759,6.542729380589599,13.223806188355839,18.962564033746922,-12.993501896836179,0.06590366759943722,5.657372236251831
100,400,1e-05,512,0.2,0.0001,20,0.04199453337519542,0.026476446132168197,7.709672076846638,13.458609953579181,13.138696759867708,-9.01158021327114,0.13110620382802107,11.172093629837036
100,400,1e-05,512,0.5,0.0,10,0.019895974904500773,0.013747193699164561,7.731864855912554,12.77688762245715,-7.37152666605975,-37.12907254291604,0.06610451453418631,5.671581268310547
100,400,1e-05,512,0.5,0.0,20,0.02843090506114985,0.018323468561544088,8.119907254057635,11.92174841747503,2.786470067403047,-15.193657073043399,0.13142140958668688,11.127719163894653
100,400,1e-05,512,0.5,0.0001,10,0.02509196227657303,0.01586171180407682,5.777244120569725,11.06096042490912,0.4886625755619182,-33.925341132685524,0.06611422111543183,5.661490440368652
100,400,1e-05,512,0.5,0.0001,20,0.031358446284757036,0.01652592443624244,4.91040079496522,13.13059508727968,5.0132233106684625,-16.55863666104392,0.131443565457704,11.22023320198059
100,400,1e-05,512,0.8,0.0,10,0.04100954834403563,0.02326690659333917,9.952467704537927,11.19958717469632,24.578657533499587,-22.737783107197608,0.06607627573248333,5.671267509460449
100,400,1e-05,512,0.8,0.0,20,0.02135496237797144,0.014736694059317452,7.0357734349122225,13.424931657412603,-2.5979367596748544,-17.92455682964671,0.13140906645139008,11.211059331893921
100,400,1e-05,512,0.8,0.0001,10,0.022686451153294294,0.011099018386199604,6.676217290493541,12.392315871288055,-3.1377023559588832,-40.97170078108272,0.06636817107934297,5.698660373687744
100,400,1e-05,512,0.8,0.0001,20,0.03510448662152748,0.023838704080506003,8.925968863862206,12.258246523263693,7.8798802256942055,-11.018599347975618,0.13116442768975298,11.157484531402588
100,400,1e-05,1024,0.2,0.0,10,0.05093389825044736,0.0390438269268179,7.179529645578006,11.953767395993832,39.129467857033696,1.1255644045448059,0.06686779264463323,5.764459848403931
100,400,1e-05,1024,0.2,0.0,20,0.029074942672914994,0.01327771337087338,9.628188141768797,13.538044167916441,3.2703433647624145,-18.997117048174413,0.13166983927298295,11.216506004333496
100,400,1e-05,1024,0.2,0.0001,10,0.019296669207890346,0.010364253905161512,4.909241470685657,10.568016280349337,-8.232407177815118,-42.01329324392809,0.06647165883283777,5.677332162857056
100,400,1e-05,1024,0.2,0.0001,20,0.021470712526370048,0.012321632307554823,9.263829082477642,12.146745138302837,-2.5030770550317487,-19.70902393636716,0.13176479277206185,11.217668294906616
100,400,1e-05,1024,0.5,0.0,10,0.07276154761729614,0.0506220140608597,11.806889698575688,10.848907126675034,72.4913026960926,18.625300465960063,0.06620471561621606,5.692511081695557
100,400,1e-05,1024,0.5,0.0,20,0.0362489213906557,0.027925085569173003,7.698741305067903,12.952981546362967,8.764086710761335,-7.913687887138121,0.13098951378130272,11.20182180404663
100,400,1e-05,1024,0.5,0.0001,10,0.022712589643331654,0.013981194498335958,7.36303411725737,11.743547898008341,-3.110863402151475,-36.777303570001294,0.06610052939334687,5.705884218215942
100,400,1e-05,1024,0.5,0.0001,20,0.0365971219220614,0.022337448145869764,9.650380920834714,12.988527006749695,8.979043010279234,-12.110792930283463,0.13173157860657025,11.22132134437561
100,400,1e-05,1024,0.8,0.0,10,0.01703669904236023,0.01001468214535457,6.5392514077509105,12.925235377021526,-11.582538257300397,-42.35718362784403,0.06675728244302481,5.702196836471558
100,400,1e-05,1024,0.8,0.0,20,0.028759970282394628,0.02082518388828428,11.40129181848294,12.66423354196133,3.0374324210164687,-13.292581873330725,0.13139661754849388,11.189417362213135
100,400,1e-05,1024,0.8,0.0001,10,0.031501576496520745,0.021581636408565884,9.000993706525339,13.846616255968696,10.15645944229369,-25.206845938352096,0.06628973131745805,5.709223985671997
100,400,1e-05,1024,0.8,0.0001,20,0.03991928829788696,0.02295439071068418,6.516396157668102,12.823708697402463,11.52431578417945,-11.666098891785868,0.13146465057672,11.235527038574219
